CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Country,TotalItems,UniqueProducts,TotalTransactions,AvgOrderValue
12435.0,80,2,3693.227500000001,1,High-Value Customers,Denmark,2055,31,2,1846.6137500000004
12436.0,100,1,509.01,0,Regular Customers,Norway,211,16,1,509.01
12437.0,2,11,3693.227500000001,1,High-Value Customers,France,2922,118,18,205.1793055555556
12438.0,14,2,2906.85,0,Regular Customers,Norway,1180,84,2,1453.425
12441.0,328,1,173.55,2,At-Risk Customers,France,121,11,1,173.55
12442.0,3,1,172.06,0,Regular Customers,Spain,182,12,1,172.06
12444.0,21,5,3693.227500000001,1,High-Value Customers,Norway,1153,138,5,738.6455000000002
12445.0,22,1,133.4,0,Regular Customers,Spain,62,4,1,133.4
12446.0,58,1,1002.3100000000001,0,Regular Customers,RSA,351,57,1,1002.3100000000001
12447.0,243,1,476.49,2,At-Risk Customers,Belgium,190,26,1,476.49
12448.0,44,1,449.45,0,Regular Customers,Spain,243,22,1,449.45
12449.0,22,4,3693.227500000001,1,High-Value Customers,Belgium,1553,118,4,923.3068750000002
12450.0,156,2,197.88,2,At-Risk Customers,Spain,128,7,2,98.94
12451.0,11,5,3693.227500000001,1,High-Value Customers,Switzerland,6575,265,5,738.6455000000002
12452.0,17,2,430.57,0,Regular Customers,Switzerland,185,21,2,215.285
12453.0,134,1,707.09,0,Regular Customers,Austria,473,43,1,707.09
12454.0,56,1,3528.34,1,High-Value Customers,Spain,1006,15,1,3528.34
12455.0,73,6,2466.86,1,High-Value Customers,Spain,2089,85,6,411.1433333333334
12456.0,44,3,3181.04,1,High-Value Customers,Switzerland,1633,105,3,1060.3466666666666
12457.0,66,7,2363.23,1,High-Value Customers,Switzerland,843,53,7,337.6042857142857
12458.0,71,2,947.4,0,Regular Customers,Switzerland,506,35,2,473.7
12461.0,94,2,826.88,0,Regular Customers,Switzerland,287,35,2,413.44
12462.0,19,2,1189.59,0,Regular Customers,Spain,536,51,2,594.795
12463.0,53,4,1344.78,0,Regular Customers,Belgium,776,65,4,336.195
12464.0,10,8,1212.05,1,High-Value Customers,Belgium,112,6,8,151.50625
12465.0,17,2,742.1899999999999,0,Regular Customers,Belgium,479,46,2,371.09499999999997
12468.0,188,2,729.5400000000001,2,At-Risk Customers,Germany,366,36,2,364.77000000000004
12471.0,2,11,3693.227500000001,1,High-Value Customers,Germany,8212,150,30,123.10758333333337
12472.0,32,7,3693.227500000001,1,High-Value Customers,Germany,4148,219,7,527.6039285714287
12473.0,29,5,3693.227500000001,1,High-Value Customers,Germany,2439,140,5,738.6455000000002
12474.0,17,11,3693.227500000001,1,High-Value Customers,Germany,4847,253,18,205.1793055555556
12475.0,54,1,723.38,0,Regular Customers,Germany,535,36,1,723.38
12476.0,16,11,3693.227500000001,1,High-Value Customers,Germany,2408,177,11,335.7479545454546
12477.0,23,6,3693.227500000001,1,High-Value Customers,Germany,3653,191,6,615.5379166666668
12478.0,4,1,680.99,0,Regular Customers,Greece,236,36,1,680.99
12479.0,11,1,527.2,0,Regular Customers,Germany,385,31,1,527.2
12480.0,28,4,3281.63,1,High-Value Customers,Germany,1707,129,4,820.4075
12481.0,23,10,3693.227500000001,1,High-Value Customers,Germany,3304,150,10,369.3227500000001
12483.0,17,8,2484.98,1,High-Value Customers,Sweden,1110,46,8,310.6225
12484.0,33,6,3693.227500000001,1,High-Value Customers,Spain,2191,256,6,615.5379166666668
12488.0,10,3,1298.66,0,Regular Customers,France,529,46,3,432.8866666666667
12489.0,328,1,334.93,2,At-Risk Customers,France,105,15,1,334.93
12490.0,5,10,3693.227500000001,1,High-Value Customers,France,3064,131,10,369.3227500000001
12491.0,39,1,460.40000000000003,0,Regular Customers,France,260,25,1,460.40000000000003
12492.0,63,2,263.21000000000004,0,Regular Customers,Germany,192,19,2,131.60500000000002
12493.0,166,2,433.74,2,At-Risk Customers,France,207,20,2,216.87
12494.0,16,7,1246.1000000000001,1,High-Value Customers,France,707,63,7,178.01428571428573
12497.0,82,1,1043.1,0,Regular Customers,Germany,1236,14,1,1043.1
12498.0,21,3,403.70000000000005,0,Regular Customers,Germany,159,21,3,134.5666666666667
12500.0,23,11,3693.227500000001,1,High-Value Customers,Germany,2678,34,11,335.7479545454546
12501.0,328,1,2169.39,2,At-Risk Customers,Germany,1783,149,1,2169.39
12502.0,96,5,3693.227500000001,1,High-Value Customers,Spain,820,102,5,738.6455000000002
12504.0,18,2,482.04999999999995,0,Regular Customers,Germany,90,6,2,241.02499999999998
12506.0,233,1,73.5,2,At-Risk Customers,France,23,23,1,73.5
12507.0,134,3,1304.81,0,Regular Customers,Spain,894,19,3,434.93666666666667
12508.0,26,2,398.27,0,Regular Customers,France,272,57,2,199.135
12509.0,284,1,176.5,2,At-Risk Customers,France,55,7,1,176.5
12510.0,143,2,982.5699999999999,0,Regular Customers,Spain,353,29,2,491.28499999999997
12512.0,66,2,138.03,0,Regular Customers,Israel,99,31,2,69.015
12513.0,113,1,612.29,0,Regular Customers,France,462,35,1,612.29
12514.0,267,1,1017.68,2,At-Risk Customers,Italy,440,51,1,1017.68
12515.0,328,1,383.7,2,At-Risk Customers,Italy,131,16,1,383.7
12516.0,78,2,1312.06,0,Regular Customers,Germany,875,20,2,656.03
12517.0,28,5,2502.84,1,High-Value Customers,Germany,1371,232,5,500.56800000000004
12518.0,1,5,2056.89,1,High-Value Customers,Germany,1318,84,5,411.378
12519.0,64,1,340.84,0,Regular Customers,Germany,183,17,1,340.84
12520.0,79,5,2634.26,1,High-Value Customers,Germany,1439,121,5,526.8520000000001
12521.0,143,1,599.68,2,At-Risk Customers,Germany,309,38,1,599.68
12522.0,39,2,192.72,0,Regular Customers,Germany,194,11,2,96.36
12523.0,19,11,1789.77,1,High-Value Customers,France,865,84,11,162.70636363636365
12524.0,9,8,3693.227500000001,1,High-Value Customers,Germany,3699,113,8,461.6534375000001
12526.0,1,3,1316.66,0,Regular Customers,Germany,632,64,3,438.8866666666667
12527.0,82,3,348.71000000000004,0,Regular Customers,Germany,234,18,3,116.23666666666668
12528.0,9,6,1933.48,1,High-Value Customers,Germany,756,50,6,322.24666666666667
12530.0,60,4,1662.28,0,Regular Customers,Germany,913,51,4,415.57
12531.0,15,1,125.22,0,Regular Customers,Germany,45,17,1,125.22
12532.0,30,1,349.83000000000004,0,Regular Customers,France,153,16,1,349.83000000000004
12534.0,131,1,1089.18,0,Regular Customers,Germany,651,63,1,1089.18
12535.0,92,2,716.35,0,Regular Customers,France,219,28,2,358.175
12536.0,43,3,3693.227500000001,1,High-Value Customers,France,2803,260,3,1231.0758333333335
12538.0,29,1,363.95,0,Regular Customers,Spain,191,21,1,363.95
12539.0,22,4,3693.227500000001,1,High-Value Customers,Spain,2067,157,4,923.3068750000002
12540.0,20,11,3693.227500000001,1,High-Value Customers,Spain,6685,277,17,217.2486764705883
12541.0,30,3,981.18,0,Regular Customers,Spain,680,46,3,327.06
12544.0,36,1,372.7,0,Regular Customers,Spain,136,19,1,372.7
12545.0,75,2,1000.39,0,Regular Customers,Spain,523,42,2,500.195
12546.0,47,2,1161.5,0,Regular Customers,Spain,633,59,2,580.75
12547.0,198,2,207.79999999999998,2,At-Risk Customers,Spain,134,7,2,103.89999999999999
12548.0,166,1,95.19999999999999,2,At-Risk Customers,Spain,49,5,1,95.19999999999999
12550.0,79,1,964.83,0,Regular Customers,Spain,569,57,1,964.83
12551.0,328,1,168.0,2,At-Risk Customers,Spain,100,10,1,168.0
12552.0,39,2,437.82,0,Regular Customers,Italy,88,20,2,218.91
12553.0,8,10,3692.28,1,High-Value Customers,France,1965,95,10,369.228
12556.0,50,2,603.71,0,Regular Customers,Spain,358,100,2,301.855
12557.0,16,5,3693.227500000001,1,High-Value Customers,Spain,4384,15,5,738.6455000000002
12558.0,8,1,269.96,0,Regular Customers,USA,196,11,1,269.96
12559.0,311,2,561.71,2,At-Risk Customers,Germany,283,21,2,280.855
12560.0,5,3,2134.01,0,Regular Customers,Germany,1110,91,3,711.3366666666667
12561.0,303,1,238.85,2,At-Risk Customers,Germany,177,16,1,238.85
12562.0,8,7,3693.227500000001,1,High-Value Customers,France,1779,99,7,527.6039285714287
12564.0,261,1,456.9,2,At-Risk Customers,France,133,21,1,456.9
12565.0,289,1,145.92,2,At-Risk Customers,Saudi Arabia,80,9,1,145.92
12566.0,86,1,351.65,0,Regular Customers,Germany,265,19,1,351.65
12567.0,23,10,3693.227500000001,1,High-Value Customers,France,4305,323,10,369.3227500000001
12569.0,2,11,3693.227500000001,1,High-Value Customers,Germany,1801,92,32,115.41335937500003
12571.0,40,2,519.61,0,Regular Customers,France,523,31,2,259.805
12572.0,9,2,1020.42,0,Regular Customers,Germany,452,53,2,510.21
12573.0,227,1,160.54000000000002,2,At-Risk Customers,France,84,26,1,160.54000000000002
12574.0,316,1,218.45,2,At-Risk Customers,France,61,11,1,218.45
12576.0,36,5,1315.83,0,Regular Customers,Poland,967,72,5,263.166
12577.0,35,3,657.8,0,Regular Customers,France,472,137,3,219.26666666666665
12578.0,21,2,2794.51,0,Regular Customers,Italy,1196,111,2,1397.255
12579.0,78,1,440.42,0,Regular Customers,France,285,29,1,440.42
12580.0,247,1,415.7,2,At-Risk Customers,Germany,238,24,1,415.7
12581.0,40,1,197.71,0,Regular Customers,Germany,161,15,1,197.71
12582.0,239,2,511.36,2,At-Risk Customers,Finland,300,21,2,255.68
12583.0,3,11,3693.227500000001,1,High-Value Customers,France,5060,115,15,246.21516666666673
12584.0,4,9,2338.15,1,High-Value Customers,Italy,416,44,9,259.7944444444445
12585.0,234,2,2040.1,2,At-Risk Customers,Germany,1279,77,2,1020.05
12586.0,17,1,196.94000000000003,0,Regular Customers,Italy,79,11,1,196.94000000000003
12587.0,8,1,144.0,0,Regular Customers,Finland,51,4,1,144.0
12588.0,39,1,214.89999999999998,0,Regular Customers,Finland,53,10,1,214.89999999999998
12589.0,29,2,646.68,0,Regular Customers,France,306,29,2,323.34
12590.0,211,2,3693.227500000001,1,High-Value Customers,Germany,4283,68,2,1846.6137500000004
12591.0,317,1,452.84999999999997,2,At-Risk Customers,Italy,228,26,1,452.84999999999997
12592.0,92,2,437.6,0,Regular Customers,Germany,290,11,2,218.8
12593.0,109,3,418.09999999999997,0,Regular Customers,France,206,14,3,139.36666666666665
12594.0,38,10,3338.2200000000003,1,High-Value Customers,Italy,1777,50,10,333.822
12596.0,51,2,618.27,0,Regular Customers,Spain,474,25,2,309.135
12597.0,19,4,3693.227500000001,1,High-Value Customers,Spain,2236,184,4,923.3068750000002
12598.0,10,8,3023.08,1,High-Value Customers,France,1964,84,8,377.885
12599.0,29,7,1032.58,0,Regular Customers,France,956,32,7,147.51142857142855
12600.0,29,10,2599.04,1,High-Value Customers,Germany,774,32,10,259.904
12601.0,190,5,577.0600000000001,2,At-Risk Customers,Germany,245,21,5,115.412
12602.0,59,1,153.12,0,Regular Customers,France,162,12,1,153.12
12603.0,22,1,739.1999999999999,0,Regular Customers,Germany,63,2,1,739.1999999999999
12604.0,79,2,254.18,0,Regular Customers,France,201,15,2,127.09
12607.0,60,1,1579.51,0,Regular Customers,USA,1228,101,1,1579.51
12609.0,78,3,1126.85,0,Regular Customers,Germany,648,57,3,375.6166666666666
12610.0,23,5,2099.54,1,High-Value Customers,Italy,1049,85,5,419.908
12611.0,52,1,1193.32,0,Regular Customers,Italy,846,65,1,1193.32
12612.0,74,1,704.0400000000001,0,Regular Customers,Germany,262,19,1,704.0400000000001
12613.0,57,5,3344.38,1,High-Value Customers,Germany,1644,124,5,668.876
12614.0,278,1,315.6,2,At-Risk Customers,Germany,76,20,1,315.6
12615.0,2,4,2291.19,0,Regular Customers,France,1376,82,4,572.7975
12616.0,95,2,713.3,0,Regular Customers,France,284,25,2,356.65
12617.0,29,1,355.53,0,Regular Customers,France,213,39,1,355.53
12618.0,22,1,177.31,0,Regular Customers,Italy,96,11,1,177.31
12619.0,16,9,3641.24,1,High-Value Customers,Germany,3378,50,9,404.5822222222222
12620.0,15,3,1339.41,0,Regular Customers,France,1181,89,3,446.47
12621.0,2,11,3693.227500000001,1,High-Value Customers,Germany,7440,261,20,184.66137500000005
12622.0,232,1,180.1,2,At-Risk Customers,Germany,69,11,1,180.1
12623.0,276,1,305.1,2,At-Risk Customers,Germany,191,18,1,305.1
12624.0,106,2,641.13,0,Regular Customers,France,355,36,2,320.565
12625.0,212,2,2683.82,2,At-Risk Customers,Germany,1612,73,2,1341.91
12626.0,23,9,3693.227500000001,1,High-Value Customers,Germany,3453,232,9,410.3586111111112
12627.0,11,7,3693.227500000001,1,High-Value Customers,Germany,2752,162,7,527.6039285714287
12628.0,4,3,786.46,0,Regular Customers,Germany,448,34,3,262.15333333333336
12630.0,10,2,1270.88,0,Regular Customers,Finland,548,60,2,635.44
12631.0,57,1,640.5,0,Regular Customers,Finland,236,31,1,640.5
12633.0,59,4,2163.98,0,Regular Customers,Germany,1162,73,4,540.995
12635.0,90,2,1689.18,0,Regular Customers,Germany,1172,96,2,844.59
12637.0,67,8,3693.227500000001,1,High-Value Customers,France,3002,205,8,461.6534375000001
12638.0,33,1,671.69,0,Regular Customers,Sweden,577,39,1,671.69
12639.0,239,1,486.1,2,At-Risk Customers,Sweden,201,22,1,486.1
12640.0,24,3,1174.58,0,Regular Customers,France,311,47,3,391.52666666666664
12641.0,115,1,185.9,0,Regular Customers,Sweden,72,10,1,185.9
12642.0,25,3,1013.26,0,Regular Customers,Germany,552,39,3,337.75333333333333
12643.0,128,6,3344.64,1,High-Value Customers,France,1808,11,6,557.4399999999999
12644.0,130,1,477.91,0,Regular Customers,Germany,325,31,1,477.91
12645.0,34,4,1775.18,0,Regular Customers,Germany,1084,58,4,443.795
12646.0,5,2,1346.97,0,Regular Customers,USA,897,43,2,673.485
12647.0,22,11,3693.227500000001,1,High-Value Customers,Germany,1431,78,12,307.7689583333334
12648.0,155,1,318.05,2,At-Risk Customers,Germany,160,21,1,318.05
12649.0,107,3,623.51,0,Regular Customers,Germany,586,28,3,207.83666666666667
12650.0,3,1,314.44,0,Regular Customers,France,254,20,1,314.44
12651.0,328,1,114.0,2,At-Risk Customers,France,78,9,1,114.0
12652.0,328,1,919.98,2,At-Risk Customers,France,505,48,1,919.98
12653.0,149,2,2209.85,0,Regular Customers,Israel,919,37,2,1104.925
12654.0,11,5,601.98,0,Regular Customers,Germany,264,31,5,120.396
12656.0,17,5,3693.227500000001,1,High-Value Customers,France,1723,89,5,738.6455000000002
12657.0,11,4,1643.18,0,Regular Customers,France,1044,35,4,410.795
12658.0,19,1,686.05,0,Regular Customers,Germany,320,36,1,686.05
12659.0,30,1,91.68,0,Regular Customers,France,105,5,1,91.68
12660.0,11,1,245.1,0,Regular Customers,France,127,13,1,245.1
12662.0,1,11,3693.227500000001,1,High-Value Customers,Germany,2058,129,11,335.7479545454546
12664.0,8,9,3693.227500000001,1,High-Value Customers,Finland,1203,10,9,410.3586111111112
12665.0,325,1,63.0,2,At-Risk Customers,Germany,37,3,1,63.0
12667.0,58,1,620.13,0,Regular Customers,Finland,395,33,1,620.13
12668.0,12,4,3693.227500000001,1,High-Value Customers,Germany,1634,115,4,923.3068750000002
12669.0,151,3,2744.0299999999997,0,Regular Customers,France,1115,98,3,914.6766666666666
12670.0,10,5,2996.05,1,High-Value Customers,France,1397,58,5,599.21
12672.0,328,1,225.89999999999998,2,At-Risk Customers,France,78,10,1,225.89999999999998
12673.0,5,2,610.52,0,Regular Customers,Germany,351,42,2,305.26
12674.0,39,4,1970.6,0,Regular Customers,France,1133,52,4,492.65
12676.0,25,6,1331.39,0,Regular Customers,Sweden,670,33,6,221.89833333333334
12678.0,42,11,3693.227500000001,1,High-Value Customers,France,10923,105,12,307.7689583333334
12679.0,59,4,1113.02,0,Regular Customers,France,554,43,4,278.255
12680.0,1,4,862.81,0,Regular Customers,France,443,33,4,215.7025
12681.0,15,11,3693.227500000001,1,High-Value Customers,France,7536,267,22,167.8739772727273
12682.0,4,11,3693.227500000001,1,High-Value Customers,France,5575,209,31,119.13637096774197
12683.0,4,11,3693.227500000001,1,High-Value Customers,France,4987,177,15,246.21516666666673
12684.0,8,7,2283.63,1,High-Value Customers,France,1985,61,7,326.23285714285714
12685.0,28,6,2863.08,1,High-Value Customers,France,1523,117,6,477.18
12686.0,328,1,89.14,2,At-Risk Customers,France,107,7,1,89.14
12688.0,114,1,3693.227500000001,1,High-Value Customers,Israel,3028,171,1,3693.227500000001
12689.0,26,2,1247.61,0,Regular Customers,France,628,57,2,623.805
12690.0,206,1,389.01,2,At-Risk Customers,France,106,16,1,389.01
12691.0,28,6,1035.8,0,Regular Customers,France,394,21,6,172.63333333333333
12693.0,127,4,855.91,0,Regular Customers,Germany,255,35,4,213.9775
12694.0,70,2,869.67,0,Regular Customers,France,509,32,2,434.835
12695.0,7,4,582.1,0,Regular Customers,France,220,23,4,145.525
12697.0,29,3,957.59,0,Regular Customers,Sweden,508,37,3,319.19666666666666
12700.0,8,4,3693.227500000001,1,High-Value Customers,France,2967,193,4,923.3068750000002
12701.0,80,2,797.71,0,Regular Customers,Germany,678,50,2,398.855
12702.0,20,1,219.0,0,Regular Customers,Germany,53,12,1,219.0
12703.0,71,1,283.55,0,Regular Customers,Germany,164,21,1,283.55
12704.0,7,8,2340.84,1,High-Value Customers,Finland,1006,64,8,292.605
12705.0,15,9,3693.227500000001,1,High-Value Customers,Germany,3997,228,9,410.3586111111112
12707.0,292,1,603.42,2,At-Risk Customers,France,256,33,1,603.42
12708.0,30,10,2712.91,1,High-Value Customers,Germany,1307,86,10,271.291
12709.0,15,11,3693.227500000001,1,High-Value Customers,Germany,3936,93,15,246.21516666666673
12710.0,97,3,1149.02,0,Regular Customers,Germany,851,75,3,383.00666666666666
12712.0,29,11,3693.227500000001,1,High-Value Customers,Germany,1062,58,13,284.09442307692314
12713.0,1,1,848.55,0,Regular Customers,Germany,508,38,1,848.55
12714.0,9,5,3693.227500000001,1,High-Value Customers,France,3069,216,5,738.6455000000002
12715.0,106,1,353.86,0,Regular Customers,Sweden,197,20,1,353.86
12716.0,4,2,1053.49,0,Regular Customers,France,708,60,2,526.745
12717.0,151,2,1030.98,0,Regular Customers,Greece,506,49,2,515.49
12718.0,71,1,238.25,0,Regular Customers,France,203,19,1,238.25
12719.0,5,2,644.95,0,Regular Customers,France,374,34,2,322.475
12720.0,3,11,3693.227500000001,1,High-Value Customers,Germany,4672,211,25,147.72910000000005
12721.0,32,6,2656.13,1,High-Value Customers,France,1959,133,6,442.68833333333333
12722.0,85,4,997.63,0,Regular Customers,France,566,50,4,249.4075
12723.0,4,5,725.07,0,Regular Customers,France,434,53,5,145.014
12724.0,5,4,1031.41,0,Regular Customers,France,445,47,4,257.8525
12725.0,328,1,427.8,2,At-Risk Customers,Italy,164,24,1,427.8
12726.0,28,7,2609.1,1,High-Value Customers,France,3143,57,7,372.7285714285714
12727.0,11,7,3693.227500000001,1,High-Value Customers,France,2098,109,7,527.6039285714287
12728.0,71,4,836.33,0,Regular Customers,France,419,38,4,209.0825
12729.0,114,1,453.01,0,Regular Customers,France,233,26,1,453.01
12731.0,24,11,3693.227500000001,1,High-Value Customers,France,8437,109,12,307.7689583333334
12732.0,180,1,236.26000000000002,2,At-Risk Customers,France,111,12,1,236.26000000000002
12733.0,234,1,383.95,2,At-Risk Customers,USA,137,22,1,383.95
12734.0,328,1,110.39999999999999,2,At-Risk Customers,France,88,4,1,110.39999999999999
12735.0,315,2,779.5699999999999,2,At-Risk Customers,France,368,38,2,389.78499999999997
12736.0,328,1,234.0,2,At-Risk Customers,France,173,4,1,234.0
12738.0,328,1,155.35,2,At-Risk Customers,Germany,148,11,1,155.35
12739.0,78,2,1013.04,0,Regular Customers,United Arab Emirates,486,38,2,506.52
12740.0,64,1,427.6,0,Regular Customers,France,342,27,1,427.6
12743.0,134,2,546.43,0,Regular Customers,Unspecified,319,114,2,273.215
12744.0,52,7,3693.227500000001,1,High-Value Customers,Singapore,5241,178,7,527.6039285714287
12747.0,2,11,3693.227500000001,1,High-Value Customers,United Kingdom,1275,42,11,335.7479545454546
12748.0,1,11,3693.227500000001,1,High-Value Customers,United Kingdom,25747,1768,209,17.67094497607656
12749.0,4,5,3693.227500000001,1,High-Value Customers,United Kingdom,1471,160,5,738.6455000000002
12750.0,129,1,275.88,0,Regular Customers,Poland,137,15,1,275.88
12752.0,81,1,3693.227500000001,1,High-Value Customers,Norway,2262,53,1,3693.227500000001
12753.0,23,6,3693.227500000001,1,High-Value Customers,Japan,11421,132,6,615.5379166666668
12754.0,236,3,3010.74,2,At-Risk Customers,Japan,6481,49,3,1003.5799999999999
12755.0,281,2,3693.227500000001,2,At-Risk Customers,Japan,1491,4,2,1846.6137500000004
12756.0,87,1,112.07999999999998,0,Regular Customers,Japan,144,4,1,112.07999999999998
12757.0,16,11,3693.227500000001,1,High-Value Customers,Portugal,2402,237,13,284.09442307692314
12758.0,117,2,2791.59,0,Regular Customers,Portugal,2135,84,2,1395.795
12759.0,52,3,1531.44,0,Regular Customers,Netherlands,902,81,3,510.48
12762.0,8,2,1898.52,0,Regular Customers,Portugal,1227,62,2,949.26
12763.0,138,2,494.08,0,Regular Customers,Japan,316,16,2,247.04
12764.0,317,1,1693.88,2,At-Risk Customers,Lebanon,386,45,1,1693.88
12766.0,4,7,3693.227500000001,1,High-Value Customers,Portugal,3646,205,7,527.6039285714287
12769.0,239,1,1143.6,2,At-Risk Customers,Brazil,356,32,1,1143.6
12770.0,211,1,1351.45,2,At-Risk Customers,Japan,743,12,1,1351.45
12772.0,60,1,892.47,0,Regular Customers,Portugal,556,55,1,892.47
